Freq.	gain	phase
3.01995172040199e+00	-1.57343062691820e+01	-8.04221624554668e+01
3.09029543251357e+00	-1.59290962460782e+01	-8.06285363733418e+01
3.16227766016835e+00	-1.61241160448364e+01	-8.08302695049366e+01
3.23593656929626e+00	-1.63193558826858e+01	-8.10274475437034e+01
3.31131121482588e+00	-1.65148063770142e+01	-8.12201551200966e+01
3.38844156139200e+00	-1.67104585310560e+01	-8.14084757632107e+01
3.46736850452529e+00	-1.69063037199399e+01	-8.15924918666603e+01
3.54813389233573e+00	-1.71023336771035e+01	-8.17722846584375e+01
3.63078054770098e+00	-1.72985404810794e+01	-8.19479341744906e+01
3.71535229097170e+00	-1.74949165426548e+01	-8.21195192357791e+01
3.80189396320558e+00	-1.76914545924081e+01	-8.22871174285744e+01
3.89045144994277e+00	-1.78881476686198e+01	-8.24508050877830e+01
3.98107170553494e+00	-1.80849891055601e+01	-8.26106572830816e+01
4.07380277804109e+00	-1.82819725221466e+01	-8.27667478076650e+01
4.16869383470332e+00	-1.84790918109734e+01	-8.29191491694152e+01
4.26579518801589e+00	-1.86763411277035e+01	-8.30679325843135e+01
4.36515832240162e+00	-1.88737148808228e+01	-8.32131679719237e+01
4.46683592150959e+00	-1.90712077217482e+01	-8.33549239527865e+01
4.57088189614871e+00	-1.92688145352849e+01	-8.34932678475729e+01
4.67735141287194e+00	-1.94665304304260e+01	-8.36282656778531e+01
4.78630092322634e+00	-1.96643507314876e+01	-8.37599821683451e+01
4.89778819368442e+00	-1.98622709695729e+01	-8.38884807505173e+01
5.01187233627268e+00	-2.00602868743561e+01	-8.40138235674238e+01
5.12861383991360e+00	-2.02583943661816e+01	-8.41360714796613e+01
5.24807460249768e+00	-2.04565895484671e+01	-8.42552840723409e+01
5.37031796370248e+00	-2.06548687004059e+01	-8.43715196629762e+01
5.49540873857620e+00	-2.08532282699587e+01	-8.44848353101953e+01
5.62341325190344e+00	-2.10516648671281e+01	-8.45952868231887e+01
5.75439937337152e+00	-2.12501752575068e+01	-8.47029287718130e+01
5.88843655355584e+00	-2.14487563560928e+01	-8.48078144972725e+01
6.02559586074353e+00	-2.16474052213635e+01	-8.49099961233093e+01
6.16595001861477e+00	-2.18461190496008e+01	-8.50095245678351e+01
6.30957344480188e+00	-2.20448951694596e+01	-8.51064495549414e+01
6.45654229034650e+00	-2.22437310367734e+01	-8.52008196272323e+01
6.60693448007590e+00	-2.24426242295885e+01	-8.52926821584246e+01
6.76082975391976e+00	-2.26415724434200e+01	-8.53820833661653e+01
6.91830970918930e+00	-2.28405734867236e+01	-8.54690683250211e+01
7.07945784384132e+00	-2.30396252765755e+01	-8.55536809795944e+01
7.24435960074984e+00	-2.32387258345547e+01	-8.56359641577273e+01
7.41310241300911e+00	-2.34378732828201e+01	-8.57159595837552e+01
7.58577575029177e+00	-2.36370658403786e+01	-8.57937078917760e+01
7.76247116628685e+00	-2.38363018195358e+01	-8.58692486389018e+01
7.94328234724274e+00	-2.40355796225253e+01	-8.59426203184636e+01
8.12830516164092e+00	-2.42348977383109e+01	-8.60138603731417e+01
8.31763771102663e+00	-2.44342547395559e+01	-8.60830052079959e+01
8.51138038202369e+00	-2.46336492797548e+01	-8.61500902033712e+01
8.70963589956073e+00	-2.48330800905232e+01	-8.62151497276576e+01
8.91250938133737e+00	-2.50325459790408e+01	-8.62782171498841e+01
9.12010839355901e+00	-2.52320458256423e+01	-8.63393248521265e+01
9.33254300796983e+00	-2.54315785815545e+01	-8.63985042417135e+01
9.54992586021427e+00	-2.56311432667734e+01	-8.64557857632135e+01
9.77237220955802e+00	-2.58307389680784e+01	-8.65111989101874e+01
9.99999999999991e+00	-2.60303648371806e+01	-8.65647722366946e+01
1.02329299228074e+01	-2.62300200890018e+01	-8.66165333685376e+01
1.04712854805089e+01	-2.64297040000809e+01	-8.66665090142350e+01
1.07151930523760e+01	-2.66294159071043e+01	-8.67147249757102e+01
1.09647819614317e+01	-2.68291552055602e+01	-8.67612061586866e+01
1.12201845430195e+01	-2.70289213485108e+01	-8.68059765827791e+01
1.14815362149687e+01	-2.72287138454840e+01	-8.68490593912729e+01
1.17489755493952e+01	-2.74285322614793e+01	-8.68904768605810e+01
1.20226443461740e+01	-2.76283762160888e+01	-8.69302504093721e+01
1.23026877081237e+01	-2.78282453827306e+01	-8.69684006073619e+01
1.25892541179416e+01	-2.80281394879931e+01	-8.70049471837599e+01
1.28824955169312e+01	-2.82280583110898e+01	-8.70399090353640e+01
1.31825673855639e+01	-2.84280016834232e+01	-8.70733042342983e+01
1.34896288259164e+01	-2.86279694882579e+01	-8.71051500353850e+01
1.38038426460287e+01	-2.88279616605011e+01	-8.71354628831448e+01
1.41253754462274e+01	-2.90279781865919e+01	-8.71642584184205e+01
1.44543977074591e+01	-2.92280191044981e+01	-8.71915514846152e+01
1.47910838816819e+01	-2.94280845038217e+01	-8.72173561335408e+01
1.51356124843619e+01	-2.96281745260123e+01	-8.72416856308688e+01
1.54881661891247e+01	-2.98282893646903e+01	-8.72645524611779e+01
1.58489319246110e+01	-3.00284292660809e+01	-8.72859683325899e+01
1.62181009735891e+01	-3.02285945295577e+01	-8.73059441809897e+01
1.65958690743754e+01	-3.04287855083007e+01	-8.73244901738189e+01
1.69824365246173e+01	-3.06290026100675e+01	-8.73416157134377e+01
1.73780082874936e+01	-3.08292462980808e+01	-8.73573294400465e+01
1.77827941003890e+01	-3.10295170920341e+01	-8.73716392341580e+01
1.81970085860996e+01	-3.12298155692179e+01	-8.73845522186124e+01
1.86208713666285e+01	-3.14301423657684e+01	-8.73960747601249e+01
1.90546071796323e+01	-3.16304981780431e+01	-8.74062124703563e+01
1.94984459975803e+01	-3.18308837641242e+01	-8.74149702064961e+01
1.99526231496886e+01	-3.20312999454558e+01	-8.74223520713465e+01
2.04173794466951e+01	-3.22317476086159e+01	-8.74283614128949e+01
2.08929613085402e+01	-3.24322277072295e+01	-8.74330008233630e+01
2.13796208950221e+01	-3.26327412640261e+01	-8.74362721377174e+01
2.18776162394953e+01	-3.28332893730460e+01	-8.74381764316278e+01
2.23872113856832e+01	-3.30338732020009e+01	-8.74387140188564e+01
2.29086765276775e+01	-3.32344939947943e+01	-8.74378844480615e+01
2.34422881531990e+01	-3.34351530742068e+01	-8.74356864989975e+01
2.39883291901947e+01	-3.36358518447526e+01	-8.74321181780909e+01
2.45470891568500e+01	-3.38365917957145e+01	-8.74271767133718e+01
2.51188643150955e+01	-3.40373745043629e+01	-8.74208585487380e+01
2.57039578276884e+01	-3.42382016393668e+01	-8.74131593375274e+01
2.63026799189535e+01	-3.44390749644057e+01	-8.74040739353735e+01
2.69153480392689e+01	-3.46399963419881e+01	-8.73935963923141e+01
2.75422870333814e+01	-3.48409677374882e+01	-8.73817199441249e+01
2.81838293126442e+01	-3.50419912234081e+01	-8.73684370028453e+01
2.88403150312657e+01	-3.52430689838761e+01	-8.73537391464607e+01
2.95120922666635e+01	-3.54442033193916e+01	-8.73376171077058e+01
3.01995172040198e+01	-3.56453966518273e+01	-8.73200607619462e+01
3.09029543251356e+01	-3.58466515297005e+01	-8.73010591140987e+01
3.16227766016835e+01	-3.60479706337259e+01	-8.72806002845408e+01
3.23593656929625e+01	-3.62493567826629e+01	-8.72586714939618e+01
3.31131121482588e+01	-3.64508129394708e+01	-8.72352590471003e+01
3.38844156139199e+01	-3.66523422177872e+01	-8.72103483153132e+01
3.46736850452528e+01	-3.68539478887444e+01	-8.71839237179107e+01
3.54813389233571e+01	-3.70556333881400e+01	-8.71559687021950e+01
3.63078054770097e+01	-3.72574023239794e+01	-8.71264657221272e+01
3.71535229097168e+01	-3.74592584844080e+01	-8.70953962155485e+01
3.80189396320557e+01	-3.76612058460526e+01	-8.70627405798714e+01
3.89045144994276e+01	-3.78632485827913e+01	-8.70284781461510e+01
3.98107170553493e+01	-3.80653910749754e+01	-8.69925871514430e+01
4.07380277804108e+01	-3.82676379191235e+01	-8.69550447093419e+01
4.16869383470331e+01	-3.84699939381134e+01	-8.69158267785899e+01
4.26579518801588e+01	-3.86724641918979e+01	-8.68749081296353e+01
4.36515832240161e+01	-3.88750539887679e+01	-8.68322623090122e+01
4.46683592150958e+01	-3.90777688971964e+01	-8.67878616013997e+01
4.57088189614870e+01	-3.92806147582883e+01	-8.67416769892115e+01
4.67735141287193e+01	-3.94835976988714e+01	-8.66936781095531e+01
4.78630092322633e+01	-3.96867241452615e+01	-8.66438332083692e+01
4.89778819368440e+01	-3.98900008377354e+01	-8.65921090915932e+01
5.01187233627267e+01	-4.00934348457534e+01	-8.65384710730930e+01
5.12861383991359e+01	-4.02970335839675e+01	-8.64828829191899e+01
5.24807460249767e+01	-4.05008048290607e+01	-8.64253067895128e+01
5.37031796370247e+01	-4.07047567374613e+01	-8.63657031739254e+01
5.49540873857618e+01	-4.09088978639805e+01	-8.63040308252460e+01
5.62341325190342e+01	-4.11132371814243e+01	-8.62402466874550e+01
5.75439937337150e+01	-4.13177841012332e+01	-8.61743058190584e+01
5.88843655355582e+01	-4.15225484952077e+01	-8.61061613112494e+01
6.02559586074351e+01	-4.17275407183811e+01	-8.60357642004778e+01
6.16595001861475e+01	-4.19327716331028e+01	-8.59630633750043e+01
6.30957344480186e+01	-4.21382526344038e+01	-8.58880054749801e+01
6.45654229034648e+01	-4.23439956767149e+01	-8.58105347855511e+01
6.60693448007588e+01	-4.25500133020191e+01	-8.57305931224430e+01
6.76082975391974e+01	-4.27563186695185e+01	-8.56481197094332e+01
6.91830970918928e+01	-4.29629255869072e+01	-8.55630510470649e+01
7.07945784384129e+01	-4.31698485433432e+01	-8.54753207718976e+01
7.24435960074981e+01	-4.33771027442211e+01	-8.53848595055242e+01
7.41310241300909e+01	-4.35847041478536e+01	-8.52915946925161e+01
7.58577575029175e+01	-4.37926695041768e+01	-8.51954504263749e+01
7.76247116628682e+01	-4.40010163956014e+01	-8.50963472624872e+01
7.94328234724272e+01	-4.42097632801430e+01	-8.49942020169810e+01
8.12830516164089e+01	-4.44189295369705e+01	-8.48889275502754e+01
8.31763771102661e+01	-4.46285355145224e+01	-8.47804325340007e+01
8.51138038202366e+01	-4.48386025813535e+01	-8.46686211998341e+01
8.70963589956070e+01	-4.50491531798813e+01	-8.45533930686518e+01
8.91250938133735e+01	-4.52602108832181e+01	-8.44346426582392e+01
9.12010839355898e+01	-4.54718004552833e+01	-8.43122591676216e+01
9.33254300796980e+01	-4.56839479144091e+01	-8.41861261358782e+01
